latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight,type,persistence_count
21.14522,76.43219,341.3,0.35,0.57,2025-03-24,843,N,VIIRS,l,2,314.7,3.43,D,0,2
23.78114,86.37261,312.41,0.47,0.48,2025-02-12,2022,N,VIIRS,n,2,292.31,1.18,N,2,162
21.92338,83.35143,323.95,0.42,0.38,2025-03-12,1957,N,VIIRS,n,2,300.03,3.06,N,2,390
25.40268,90.8292,339.85,0.43,0.38,2025-03-18,716,N,VIIRS,n,2,300.65,2.52,D,0,2
13.93679,78.28679,305.84,0.51,0.41,2025-03-26,2037,N,VIIRS,n,2,295.15,1.52,N,0,1
20.22321,82.44966,313.98,0.39,0.36,2025-03-06,2010,N,VIIRS,n,2,291.81,1.76,N,0,2
23.37795,76.09339,343.13,0.39,0.36,2025-01-16,801,N,VIIRS,n,2,292.09,3.28,D,0,1
23.73451,82.67751,337.15,0.43,0.38,2025-03-28,728,N,VIIRS,n,2,309.32,2.11,D,0,1
26.64151,79.48168,296.94,0.48,0.48,2025-01-20,2053,N,VIIRS,n,2,286.11,0.51,N,2,131
24.0515,80.61292,308.2,0.39,0.36,2025-03-27,2015,N,VIIRS,n,2,297.12,1.26,N,2,21
25.78293,92.14902,332.92,0.51,0.41,2025-02-14,717,N,VIIRS,n,2,297.62,3.13,D,0,5
17.83115,80.33177,332.35,0.71,0.75,2025-02-15,656,N,VIIRS,n,2,302.57,11.99,D,0,10
21.54011,80.90402,336.69,0.4,0.37,2025-03-16,753,N,VIIRS,n,2,308.71,3.58,D,0,1
25.70709,80.38997,343.79,0.39,0.36,2025-03-06,742,N,VIIRS,n,2,306.77,2.83,D,0,1
23.68102,86.38847,322.26,0.39,0.36,2025-01-23,1957,N,VIIRS,n,2,289.39,2.78,N,2,251
22.93251,92.84918,304.04,0.39,0.36,2025-03-03,1925,N,VIIRS,n,2,288.39,0.41,N,0,1
23.6977,85.28874,300.2,0.39,0.36,2025-02-08,1957,N,VIIRS,n,2,286.62,0.78,N,2,72
22.31714,83.91993,342.69,0.56,0.51,2025-03-08,703,N,VIIRS,n,2,312.06,5.83,D,0,2
13.97583,78.13255,332.94,0.63,0.72,2025-02-14,855,N,VIIRS,n,2,300.44,2.35,D,0,1
22.03726,83.34996,317.89,0.41,0.45,2025-02-17,2029,N,VIIRS,n,2,290.38,1.58,N,2,199
17.97027,83.15486,300.76,0.48,0.48,2025-01-16,2030,N,VIIRS,n,2,289.63,0.46,N,0,22
22.47202,92.58737,347.17,0.48,0.4,2025-03-18,715,N,VIIRS,n,2,296.57,10.16,D,0,2
22.80039,86.09201,305.37,0.42,0.45,2025-01-03,1932,N,VIIRS,n,2,288.15,1.0,N,2,166
18.87695,80.66103,340.12,0.39,0.44,2025-03-15,812,N,VIIRS,n,2,306.83,3.01,D,0,2
21.35452,81.7522,345.31,0.39,0.36,2025-02-23,747,N,VIIRS,n,2,313.59,4.73,D,0,1
21.68149,84.04079,313.91,0.46,0.39,2025-03-11,2016,N,VIIRS,n,2,296.0,1.67,N,2,262
19.48821,81.17815,344.28,0.39,0.36,2025-03-27,746,N,VIIRS,n,2,312.67,13.27,D,0,4
24.16648,80.6956,307.35,0.42,0.38,2025-03-22,2009,N,VIIRS,n,2,290.6,1.28,N,2,28
24.58743,79.46932,341.07,0.39,0.36,2025-03-27,748,N,VIIRS,l,2,314.91,4.26,D,0,1
22.50258,75.87031,338.95,0.46,0.39,2025-03-16,754,N,VIIRS,n,2,307.57,2.12,D,0,2
20.79823,82.57536,339.0,0.45,0.63,2025-02-15,657,N,VIIRS,n,2,300.99,4.66,D,0,2
25.51882,93.9234,340.35,0.46,0.39,2025-01-15,639,N,VIIRS,n,2,294.4,14.86,D,0,1
20.49645,80.51951,307.78,0.4,0.37,2025-03-22,2010,N,VIIRS,n,2,293.93,0.94,N,0,1
17.59754,78.9842,343.72,0.46,0.39,2025-03-15,811,N,VIIRS,l,2,315.07,6.24,D,0,1
20.79617,85.25365,344.26,0.39,0.36,2025-03-12,728,N,VIIRS,n,2,316.58,6.13,D,2,87
21.84976,84.05926,343.11,0.44,0.62,2025-02-26,651,N,VIIRS,n,2,301.65,5.11,D,0,2
22.66744,77.61074,353.9,0.55,0.68,2025-03-29,710,N,VIIRS,n,2,308.94,14.04,D,0,9
23.56,87.23919,349.39,0.37,0.58,2025-03-05,800,N,VIIRS,n,2,304.16,5.54,D,2,247
23.68729,86.3945,302.79,0.5,0.41,2025-01-08,1938,N,VIIRS,n,2,286.1,2.22,N,2,235
17.65541,76.74933,317.17,0.38,0.36,2025-03-05,2030,N,VIIRS,n,2,293.34,0.91,N,0,1
19.26639,80.41434,343.84,0.4,0.37,2025-03-27,746,N,VIIRS,n,2,313.75,5.74,D,0,1
20.86765,84.9939,299.7,0.45,0.39,2025-01-17,2010,N,VIIRS,n,2,288.46,1.32,N,2,111
19.5891,83.05086,349.9,0.46,0.63,2025-03-09,824,N,VIIRS,n,2,302.22,13.72,D,0,3
25.54028,92.26163,326.14,0.41,0.37,2025-02-10,652,N,VIIRS,n,2,294.53,1.53,D,0,3
29.88207,80.46791,300.38,0.39,0.36,2025-02-01,2027,N,VIIRS,n,2,276.65,0.76,N,0,1
22.67081,77.51527,315.03,0.52,0.5,2025-03-30,2100,N,VIIRS,n,2,287.74,1.27,N,0,1
22.98818,77.08683,337.43,0.34,0.56,2025-02-15,838,N,VIIRS,n,2,303.84,3.55,D,0,1
13.5168,79.37236,343.21,0.39,0.36,2025-03-26,803,N,VIIRS,n,2,311.67,11.58,D,0,2
23.55911,87.24203,332.73,0.4,0.6,2025-02-16,639,N,VIIRS,n,2,300.07,8.04,D,2,247
20.56198,84.22636,333.6,0.34,0.56,2025-03-31,812,N,VIIRS,n,2,302.22,2.04,D,0,1
22.78847,86.20838,305.34,0.43,0.46,2025-03-24,1931,N,VIIRS,n,2,293.2,0.77,N,2,136
22.50369,83.40906,340.05,0.39,0.36,2025-03-06,741,N,VIIRS,l,2,312.41,2.64,D,0,1
23.16657,82.33804,336.15,0.52,0.67,2025-02-10,652,N,VIIRS,n,2,303.95,5.14,D,2,394
23.78106,86.38981,312.89,0.55,0.43,2025-03-27,2015,N,VIIRS,n,2,299.77,3.33,N,2,400
22.92611,69.82491,302.27,0.43,0.62,2025-03-01,2144,N,VIIRS,n,2,291.99,0.52,N,2,35
22.04818,83.01764,336.38,0.49,0.4,2025-01-11,754,N,VIIRS,n,2,296.59,4.73,D,0,3
19.18089,78.72917,335.53,0.38,0.59,2025-03-03,837,N,VIIRS,l,2,308.83,1.65,D,0,1
23.82442,85.49454,304.85,0.39,0.36,2025-03-12,1956,N,VIIRS,n,2,292.79,0.82,N,2,24
22.99024,93.04668,350.16,0.39,0.36,2025-03-24,703,N,VIIRS,n,2,309.26,17.87,D,0,2
18.13914,80.49336,348.66,0.56,0.43,2025-03-31,811,N,VIIRS,n,2,309.34,6.97,D,0,2
21.63172,82.19792,331.97,0.4,0.37,2025-02-07,748,N,VIIRS,l,2,306.47,1.82,D,0,2
17.43593,77.9474,341.62,0.51,0.41,2025-03-27,746,N,VIIRS,n,2,315.75,5.94,D,0,1
21.96894,85.312,298.73,0.46,0.39,2025-02-14,1945,N,VIIRS,n,2,284.21,1.11,N,2,56
20.66354,82.22997,338.74,0.39,0.44,2025-03-07,722,N,VIIRS,l,2,310.14,4.58,D,0,1
23.78267,86.3939,306.1,0.46,0.64,2025-01-26,2041,N,VIIRS,n,2,290.13,1.67,N,2,400
21.19446,81.39915,309.6,0.5,0.66,2025-02-15,1926,N,VIIRS,n,2,291.96,2.28,N,2,6
27.43295,93.01552,367.0,0.46,0.63,2025-03-27,608,N,VIIRS,h,2,297.5,33.45,D,0,1
23.77753,86.20808,309.35,0.35,0.57,2025-03-10,2034,N,VIIRS,n,2,292.27,2.31,N,2,324
20.05276,84.53067,336.77,0.45,0.39,2025-03-11,747,N,VIIRS,l,2,309.05,5.21,D,0,4
29.68875,79.78761,302.34,0.41,0.45,2025-02-13,2002,N,VIIRS,n,2,279.24,1.78,N,0,1
23.7662,86.40271,297.84,0.47,0.48,2025-01-11,2022,N,VIIRS,n,2,281.41,1.61,N,2,138
25.09802,87.83163,367.0,0.56,0.52,2025-03-25,645,N,VIIRS,h,2,309.81,22.75,D,3,1
16.17316,78.94398,367.0,0.36,0.58,2025-03-03,836,N,VIIRS,h,2,300.76,10.78,D,0,4
22.21028,84.23367,340.45,0.36,0.58,2025-03-15,812,N,VIIRS,n,2,309.6,4.23,D,0,1
20.96676,85.15294,306.77,0.4,0.37,2025-03-01,2004,N,VIIRS,n,2,294.99,1.41,N,2,70
22.32842,84.20049,336.94,0.53,0.42,2025-03-18,716,N,VIIRS,l,2,311.37,2.89,D,0,1
20.5484,82.37885,300.42,0.4,0.37,2025-03-17,2004,N,VIIRS,n,2,285.48,0.26,N,0,1
18.17986,76.15288,342.48,0.41,0.45,2025-01-25,831,N,VIIRS,n,2,308.18,5.38,D,0,1
18.75761,73.06197,332.78,0.62,0.72,2025-02-24,728,N,VIIRS,l,2,304.57,4.37,D,0,1
15.83704,78.32697,336.2,0.41,0.6,2025-03-24,842,N,VIIRS,n,2,303.03,4.27,D,0,1
27.10499,96.11144,333.69,0.43,0.38,2025-03-31,632,N,VIIRS,n,2,298.36,8.43,D,0,1
29.93713,79.40218,334.13,0.39,0.36,2025-02-07,750,N,VIIRS,n,2,298.63,3.53,D,0,1
23.8121,85.17046,334.39,0.55,0.42,2025-03-29,710,N,VIIRS,n,2,307.0,2.74,D,0,1
19.40506,83.37516,339.75,0.38,0.59,2025-03-04,818,N,VIIRS,n,2,307.75,1.97,D,0,1
24.76097,87.75204,333.18,0.63,0.72,2025-03-31,813,N,VIIRS,l,2,306.05,2.84,D,0,2
18.00116,80.35901,307.35,0.48,0.4,2025-03-05,2030,N,VIIRS,n,2,292.92,1.98,N,0,3
21.98453,79.96268,306.39,0.41,0.45,2025-03-28,1957,N,VIIRS,n,2,294.56,1.08,N,0,1
21.89389,83.12623,332.65,0.49,0.41,2025-02-19,722,N,VIIRS,l,2,304.22,6.58,D,0,2
14.23132,78.61565,345.56,0.42,0.61,2025-02-04,842,N,VIIRS,n,2,307.87,3.57,D,0,1
29.35572,77.78471,334.56,0.41,0.37,2025-03-21,802,N,VIIRS,n,2,307.68,2.35,D,0,2
22.59079,85.90737,303.47,0.56,0.43,2025-02-07,2016,N,VIIRS,n,2,287.29,1.86,N,2,74
19.84799,81.97847,336.03,0.49,0.49,2025-02-27,812,N,VIIRS,n,2,306.73,9.45,D,0,1
22.87338,86.06375,318.67,0.38,0.36,2025-03-28,1956,N,VIIRS,n,2,297.82,1.88,N,2,89
21.81721,83.79223,340.06,0.41,0.37,2025-03-28,728,N,VIIRS,l,2,314.1,14.16,D,0,3
25.13172,93.72134,339.56,0.39,0.36,2025-03-30,651,N,VIIRS,n,2,308.13,7.36,D,0,10
21.48166,71.18691,339.94,0.58,0.7,2025-03-17,735,N,VIIRS,l,2,313.56,2.19,D,0,1
22.04145,83.73931,300.8,0.36,0.57,2025-01-14,1926,N,VIIRS,n,2,290.64,1.3,N,2,243
22.10802,83.52306,305.5,0.41,0.37,2025-02-08,1957,N,VIIRS,n,2,289.45,0.94,N,2,67
20.78877,85.26595,303.76,0.35,0.57,2025-03-10,2035,N,VIIRS,n,2,293.34,1.25,N,2,91
22.87483,86.0616,314.14,0.44,0.46,2025-03-24,1931,N,VIIRS,n,2,293.35,1.63,N,2,89
24.84142,94.11421,333.82,0.52,0.41,2025-02-25,710,N,VIIRS,n,2,301.91,9.66,D,0,2
27.73122,82.32764,331.65,0.38,0.36,2025-03-17,736,N,VIIRS,l,2,306.31,1.43,D,0,1
23.68999,87.1214,320.4,0.39,0.36,2025-03-28,1956,N,VIIRS,n,2,300.08,2.0,N,2,312
20.85329,70.84392,337.23,0.4,0.6,2025-03-11,747,N,VIIRS,n,2,307.59,2.07,D,0,1
20.12761,81.71543,332.29,0.41,0.37,2025-02-28,753,N,VIIRS,l,2,304.75,3.72,D,0,6
20.75718,82.07504,335.31,0.51,0.49,2025-03-15,812,N,VIIRS,l,2,305.69,4.35,D,0,1
28.46552,80.73296,302.59,0.51,0.41,2025-03-31,2039,N,VIIRS,n,2,284.13,0.67,N,0,2
22.33578,69.86819,307.32,0.36,0.57,2025-01-07,2138,N,VIIRS,n,2,292.78,2.46,N,2,22
22.31376,82.53038,310.25,0.4,0.37,2025-03-11,2016,N,VIIRS,n,2,295.79,1.59,N,2,70
20.00642,78.84308,332.26,0.52,0.67,2025-03-29,709,N,VIIRS,l,2,305.49,2.38,D,0,1
19.11358,78.744,338.56,0.4,0.37,2025-03-16,753,N,VIIRS,l,2,312.82,3.91,D,0,1
18.56723,78.63244,335.58,0.36,0.57,2025-03-07,721,N,VIIRS,l,2,309.12,3.21,D,0,1
21.70364,69.71981,302.9,0.38,0.36,2025-01-25,2101,N,VIIRS,n,2,292.68,0.53,N,0,2
23.78166,86.34769,340.27,0.43,0.46,2025-01-22,748,N,VIIRS,n,2,310.78,3.23,D,2,199
21.45415,79.7409,331.19,0.54,0.68,2025-03-24,703,N,VIIRS,l,2,303.26,3.83,D,0,1
22.18242,86.29253,340.75,0.39,0.36,2025-03-12,728,N,VIIRS,n,2,315.04,5.19,D,0,2
23.76502,86.39046,310.84,0.39,0.36,2025-02-08,1957,N,VIIRS,n,2,294.48,1.87,N,2,116
24.89393,85.91211,309.63,0.5,0.41,2025-03-27,2015,N,VIIRS,n,2,299.55,2.97,N,0,1
13.46289,77.61985,334.15,0.4,0.44,2025-03-11,745,N,VIIRS,l,2,306.16,1.6,D,0,1
20.9759,85.17287,308.86,0.38,0.36,2025-03-12,1957,N,VIIRS,n,2,296.79,1.45,N,2,17
21.79941,79.67107,333.67,0.37,0.58,2025-03-14,831,N,VIIRS,l,2,306.56,3.92,D,0,2
19.31734,78.19762,367.0,0.45,0.63,2025-03-08,843,N,VIIRS,h,2,312.15,9.76,D,0,1
22.10706,83.52731,312.51,0.42,0.45,2025-02-17,2029,N,VIIRS,n,2,291.6,2.24,N,2,69
16.63254,77.2645,344.62,0.38,0.36,2025-02-22,805,N,VIIRS,n,2,312.4,5.23,D,0,2
23.09776,71.24652,298.36,0.4,0.37,2025-01-15,2048,N,VIIRS,n,2,283.93,0.41,N,0,1
32.07075,75.55599,343.01,0.46,0.47,2025-02-24,732,N,VIIRS,n,2,298.13,5.61,D,0,2
20.6988,78.63897,301.23,0.38,0.36,2025-02-12,2023,N,VIIRS,n,2,291.15,0.72,N,0,21
20.96575,86.0116,320.88,0.39,0.36,2025-03-07,1951,N,VIIRS,n,2,295.28,2.68,N,2,190
18.26274,77.42682,342.56,0.42,0.37,2025-01-26,812,N,VIIRS,n,2,315.11,8.55,D,0,1
20.96093,83.07446,339.46,0.43,0.46,2025-03-18,715,N,VIIRS,l,2,310.07,5.01,D,0,2
23.69039,87.10123,301.7,0.58,0.52,2025-01-25,1919,N,VIIRS,n,2,287.43,3.22,N,2,127
15.38957,78.2244,345.76,0.42,0.45,2025-02-18,740,N,VIIRS,n,2,313.99,5.26,D,0,1
24.20536,82.52628,298.21,0.57,0.52,2025-01-24,1938,N,VIIRS,n,2,285.43,0.93,N,2,10
21.58581,80.81877,341.56,0.56,0.43,2025-03-28,728,N,VIIRS,n,2,315.82,6.13,D,0,1
21.68033,80.90933,338.53,0.45,0.39,2025-03-21,800,N,VIIRS,n,2,303.02,2.15,D,0,2
23.78129,86.21094,339.04,0.51,0.41,2025-02-02,742,N,VIIRS,n,2,306.86,5.78,D,2,324
24.5288,73.86604,352.31,0.38,0.36,2025-03-31,813,N,VIIRS,n,2,318.93,8.86,D,0,1
22.52286,93.09023,334.72,0.41,0.37,2025-03-14,650,N,VIIRS,n,2,301.26,6.56,D,0,5
16.65685,74.61324,302.58,0.38,0.36,2025-02-22,2037,N,VIIRS,n,2,291.38,0.47,N,0,1
23.79043,86.37109,305.23,0.44,0.38,2025-03-18,1944,N,VIIRS,n,2,294.84,0.74,N,2,55
18.56885,80.6348,330.84,0.52,0.5,2025-02-19,722,N,VIIRS,l,2,303.74,4.07,D,0,4
20.96571,85.17059,307.27,0.58,0.7,2025-03-04,1907,N,VIIRS,n,2,291.42,1.82,N,2,273
23.62081,82.93356,302.06,0.55,0.51,2025-03-31,2040,N,VIIRS,n,2,289.96,1.16,N,0,2
23.36235,73.76277,303.66,0.39,0.36,2025-03-31,2041,N,VIIRS,n,2,293.33,1.11,N,0,2
20.9722,86.00394,302.78,0.4,0.44,2025-02-20,1932,N,VIIRS,n,2,291.38,1.33,N,2,101
22.47138,71.3251,350.18,0.4,0.37,2025-02-16,820,N,VIIRS,n,2,309.94,16.91,D,0,1
23.06242,92.61227,306.54,0.67,0.74,2025-03-27,1834,N,VIIRS,n,2,290.31,1.94,N,0,12
20.98362,85.13647,299.54,0.44,0.46,2025-02-28,2022,N,VIIRS,n,2,286.09,1.03,N,2,216
18.25717,80.86642,313.77,0.43,0.38,2025-03-16,2023,N,VIIRS,n,2,297.58,2.38,N,0,5
22.02904,83.36749,308.39,0.42,0.38,2025-03-27,2015,N,VIIRS,n,2,296.77,1.34,N,2,59
13.5026,77.68385,330.94,0.39,0.36,2025-02-27,810,N,VIIRS,l,2,304.83,2.36,D,0,1
21.27646,84.64945,338.05,0.44,0.38,2025-03-07,722,N,VIIRS,l,2,308.96,4.6,D,0,2
20.95163,86.05119,306.6,0.41,0.45,2025-01-22,2016,N,VIIRS,n,2,293.29,2.2,N,2,151
15.06652,79.13298,335.43,0.73,0.76,2025-03-18,854,N,VIIRS,l,2,307.16,7.8,D,0,5
21.2494,82.19414,335.58,0.41,0.37,2025-02-13,735,N,VIIRS,l,2,309.35,4.46,D,0,4
23.55696,87.24382,304.19,0.43,0.46,2025-01-22,2016,N,VIIRS,n,2,288.79,4.19,N,3,247
19.62695,84.62415,310.24,0.56,0.43,2025-02-09,1939,N,VIIRS,n,2,290.63,0.93,N,0,1
18.6033,82.45057,334.07,0.65,0.73,2025-03-19,836,N,VIIRS,n,2,297.1,5.66,D,0,1
22.54687,83.39634,336.02,0.32,0.55,2025-03-15,812,N,VIIRS,l,2,308.75,2.46,D,0,1
22.35851,87.29104,314.45,0.4,0.37,2025-03-28,1956,N,VIIRS,n,2,298.96,1.94,N,2,58
24.28203,92.32713,353.57,0.61,0.53,2025-03-26,625,N,VIIRS,n,2,303.31,16.84,D,0,2
23.69196,87.1119,304.69,0.58,0.52,2025-02-10,1919,N,VIIRS,n,2,290.59,2.56,N,2,117
22.36648,86.53795,342.4,0.41,0.45,2025-03-11,747,N,VIIRS,n,2,308.19,5.22,D,0,3
24.00593,92.69373,341.31,0.33,0.56,2025-02-13,735,N,VIIRS,n,2,296.69,25.05,D,0,1
21.92692,83.33766,319.65,0.48,0.48,2025-02-25,1938,N,VIIRS,n,2,295.23,2.41,N,3,58
15.17385,76.65598,310.16,0.5,0.41,2025-02-02,2012,N,VIIRS,n,2,295.33,1.71,N,2,49
18.23746,80.78474,347.47,0.39,0.36,2025-03-16,752,N,VIIRS,n,2,311.69,13.31,D,0,2
20.54495,81.6982,348.02,0.38,0.36,2025-03-27,746,N,VIIRS,n,2,317.96,6.52,D,0,2
22.04205,83.72572,299.13,0.54,0.68,2025-01-04,2054,N,VIIRS,n,2,285.96,3.58,N,0,440
23.68774,87.12029,311.66,0.42,0.45,2025-02-23,2015,N,VIIRS,n,2,291.09,2.17,N,2,312
23.77851,86.20951,314.16,0.46,0.47,2025-01-27,2022,N,VIIRS,n,2,288.76,2.28,N,2,324
22.41968,84.44454,330.71,0.39,0.36,2025-03-17,735,N,VIIRS,l,2,305.14,1.66,D,0,1
23.23643,85.00252,295.53,0.39,0.36,2025-03-17,2003,N,VIIRS,n,2,282.83,0.2,N,0,1
22.34999,92.86349,352.94,0.49,0.4,2025-03-25,644,N,VIIRS,n,2,310.02,15.64,D,0,11
17.94847,74.67377,337.93,0.43,0.38,2025-02-05,825,N,VIIRS,n,2,309.13,7.25,D,0,1
23.77832,86.34458,312.63,0.47,0.48,2025-01-27,2022,N,VIIRS,n,2,285.82,1.82,N,2,87
13.91213,77.94308,344.13,0.38,0.59,2025-02-04,842,N,VIIRS,n,2,306.33,3.66,D,0,1
17.31216,80.26331,333.55,0.55,0.43,2025-02-13,734,N,VIIRS,n,2,305.43,4.35,D,0,1
20.44455,79.7348,354.27,0.36,0.57,2025-03-14,831,N,VIIRS,n,2,314.06,12.54,D,0,4
20.51215,82.51614,332.53,0.44,0.38,2025-03-16,753,N,VIIRS,l,2,304.86,2.92,D,0,2
22.45665,77.43896,343.72,0.54,0.5,2025-03-30,831,N,VIIRS,n,2,308.79,11.55,D,0,1
15.3365,76.27624,300.44,0.62,0.54,2025-01-09,2102,N,VIIRS,n,2,288.84,2.47,N,2,40
20.97098,86.01115,306.92,0.63,0.72,2025-01-15,2048,N,VIIRS,n,2,288.9,2.64,N,2,190
15.91545,77.36287,306.66,0.35,0.56,2025-03-14,2102,N,VIIRS,n,2,294.8,0.73,N,2,38
22.80958,78.96413,344.19,0.45,0.63,2025-01-14,838,N,VIIRS,n,2,293.21,5.84,D,0,1
22.85359,77.50478,341.86,0.4,0.37,2025-03-10,807,N,VIIRS,l,2,314.85,4.94,D,0,1
17.42389,77.6642,340.14,0.63,0.54,2025-02-15,837,N,VIIRS,l,2,313.55,4.69,D,0,1
19.05677,80.38502,315.79,0.45,0.39,2025-03-17,2004,N,VIIRS,n,2,296.34,3.09,N,0,2
20.50009,76.54813,346.79,0.4,0.37,2025-03-21,759,N,VIIRS,n,2,316.15,7.79,D,0,1
22.98006,78.6539,337.32,0.48,0.4,2025-03-22,741,N,VIIRS,n,2,310.71,5.0,D,0,1
23.61273,86.7882,308.48,0.5,0.41,2025-03-29,1937,N,VIIRS,n,2,294.76,1.51,N,2,84
29.66818,77.58542,328.09,0.46,0.39,2025-01-05,809,N,VIIRS,n,2,293.16,2.86,D,0,2
27.08783,79.96281,342.33,0.41,0.37,2025-02-12,755,N,VIIRS,n,2,301.58,4.99,D,0,1
23.7958,86.35426,308.83,0.55,0.43,2025-03-27,2015,N,VIIRS,n,2,298.03,2.0,N,2,57
24.85762,93.65128,344.58,0.48,0.48,2025-03-10,626,N,VIIRS,n,2,296.76,11.92,D,0,2
25.73645,92.59149,337.39,0.55,0.51,2025-03-26,626,N,VIIRS,n,2,296.83,9.61,D,0,1
24.49218,73.71189,350.01,0.56,0.51,2025-03-06,742,N,VIIRS,n,2,307.35,7.79,D,0,2
24.16488,82.63038,338.6,0.39,0.36,2025-01-28,736,N,VIIRS,n,2,307.93,3.57,D,0,53
19.66517,78.83274,305.07,0.57,0.69,2025-03-08,1933,N,VIIRS,n,2,294.38,2.31,N,0,2
22.7913,86.2103,314.43,0.51,0.41,2025-03-13,1938,N,VIIRS,n,2,297.52,3.73,N,2,136
26.60579,73.68206,300.65,0.45,0.47,2025-02-12,2022,N,VIIRS,n,2,286.4,1.38,N,2,17
22.05554,88.12315,327.97,0.48,0.48,2025-01-09,1919,N,VIIRS,n,2,293.47,3.91,N,2,42
20.52359,81.20795,340.74,0.38,0.36,2025-03-11,747,N,VIIRS,n,2,312.63,2.09,D,0,2
17.58996,79.12367,354.49,0.55,0.68,2025-03-13,709,N,VIIRS,n,2,302.64,9.49,D,0,2
13.99933,78.87742,332.71,0.42,0.45,2025-03-22,739,N,VIIRS,n,2,300.92,1.74,D,0,1
19.6589,84.1469,340.33,0.39,0.36,2025-03-22,740,N,VIIRS,n,2,296.48,4.64,D,0,1
25.71237,93.87182,307.92,0.49,0.4,2025-03-18,1943,N,VIIRS,n,2,291.18,1.59,N,0,1
21.93231,85.22377,298.99,0.66,0.73,2025-02-21,2054,N,VIIRS,n,2,286.31,0.64,N,2,165
21.71889,84.05247,336.98,0.45,0.39,2025-02-23,747,N,VIIRS,n,2,309.61,3.96,D,0,10
23.82715,85.49892,304.94,0.39,0.36,2025-03-12,1956,N,VIIRS,n,2,294.48,1.64,N,2,47
19.94721,82.22127,331.86,0.43,0.38,2025-01-27,753,N,VIIRS,l,2,306.67,2.99,D,0,2
24.1872,82.66473,303.0,0.58,0.7,2025-03-30,1918,N,VIIRS,n,2,291.21,1.51,N,0,11
21.93149,85.22274,303.53,0.4,0.37,2025-01-12,2003,N,VIIRS,n,2,285.71,1.03,N,2,165
23.82752,84.93239,338.62,0.54,0.42,2025-02-09,710,N,VIIRS,n,2,312.75,7.1,D,2,162
22.28783,84.31831,347.03,0.42,0.45,2025-02-09,710,N,VIIRS,n,2,309.05,7.88,D,0,2
12.4988,77.96103,338.31,0.39,0.36,2025-03-31,810,N,VIIRS,l,2,312.66,2.03,D,0,1
25.48044,93.00172,367.0,0.46,0.39,2025-03-29,710,N,VIIRS,l,2,333.08,51.14,D,0,4
23.81706,81.76334,335.5,0.41,0.61,2025-03-25,825,N,VIIRS,n,2,307.44,2.45,D,0,1
20.61046,83.8128,342.49,0.5,0.41,2025-03-16,753,N,VIIRS,n,2,307.21,5.99,D,0,1
18.44629,73.59956,349.09,0.56,0.69,2025-03-28,908,N,VIIRS,n,2,301.33,10.69,D,0,2
23.67855,86.10498,334.96,0.39,0.36,2025-03-12,729,N,VIIRS,l,2,309.36,2.51,D,2,87
19.95273,83.42352,312.25,0.54,0.42,2025-03-16,2022,N,VIIRS,n,2,296.26,2.53,N,0,2
23.78207,86.34854,303.89,0.32,0.55,2025-01-09,1919,N,VIIRS,n,2,284.71,0.76,N,2,199
20.81415,86.45517,339.26,0.43,0.38,2025-03-02,715,N,VIIRS,n,2,307.39,5.39,D,0,1
21.86029,83.96628,303.93,0.45,0.47,2025-02-17,2029,N,VIIRS,n,2,291.4,1.45,N,2,50
20.96812,86.0121,330.0,0.4,0.37,2025-02-03,722,N,VIIRS,l,2,303.85,3.3,D,2,190
15.1802,76.66474,308.53,0.39,0.36,2025-01-16,2031,N,VIIRS,n,2,292.41,1.38,N,2,187
13.5622,76.66905,330.97,0.4,0.6,2025-01-24,848,N,VIIRS,l,2,303.58,2.84,D,0,1
24.94628,93.31107,348.38,0.51,0.5,2025-03-26,626,N,VIIRS,n,2,300.02,10.03,D,0,3
23.81061,84.84443,297.97,0.52,0.67,2025-03-09,1912,N,VIIRS,n,2,287.97,0.8,N,2,78
21.5139,82.11795,347.97,0.44,0.38,2025-01-27,754,N,VIIRS,n,2,311.34,8.19,D,0,1
22.90714,69.70115,306.59,0.45,0.39,2025-02-20,2113,N,VIIRS,n,2,291.74,1.55,N,2,46
23.37263,78.83263,302.32,0.5,0.66,2025-03-29,1938,N,VIIRS,n,2,290.54,1.54,N,0,2
25.13643,86.33098,339.05,0.42,0.45,2025-03-27,748,N,VIIRS,n,2,310.53,1.9,D,0,1
23.75903,86.40457,329.99,0.41,0.37,2025-01-13,716,N,VIIRS,l,2,301.36,4.13,D,2,481
21.72996,83.81937,305.04,0.38,0.36,2025-03-17,2003,N,VIIRS,n,2,294.09,1.47,N,0,51
20.45053,82.47168,340.58,0.47,0.4,2025-03-12,728,N,VIIRS,l,2,314.0,4.56,D,0,1
20.44782,78.02953,310.83,0.63,0.54,2025-02-19,1952,N,VIIRS,n,2,291.98,1.89,N,0,2
23.76228,86.40097,304.9,0.51,0.41,2025-02-25,1938,N,VIIRS,n,2,276.77,0.84,N,2,481
21.81351,87.09026,333.67,0.45,0.39,2025-02-09,710,N,VIIRS,n,2,304.39,2.76,D,0,2
28.12601,79.99741,345.55,0.39,0.44,2025-01-21,808,N,VIIRS,n,2,296.47,4.71,D,0,2
18.28095,73.22755,334.19,0.4,0.44,2025-03-21,759,N,VIIRS,l,2,306.59,16.25,D,0,1
