latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight,type,persistence_count
23.44746,78.76505,338.73,0.45,0.47,2025-03-12,729,N,VIIRS,l,2,312.26,5.7,D,0,2
26.70898,90.97836,333.41,0.43,0.38,2025-02-10,652,N,VIIRS,n,2,297.6,3.95,D,0,2
23.94065,85.13322,339.84,0.45,0.39,2025-03-18,716,N,VIIRS,n,2,309.95,4.17,D,0,2
23.37671,83.61605,307.14,0.39,0.36,2025-03-17,2003,N,VIIRS,n,2,288.53,1.29,N,0,1
15.17999,77.10228,305.92,0.53,0.5,2025-03-25,2055,N,VIIRS,n,2,294.36,1.64,N,2,71
24.90271,80.91639,367.0,0.74,0.76,2025-03-25,645,N,VIIRS,h,2,302.96,12.88,D,0,4
21.18384,81.38698,309.88,0.39,0.36,2025-03-22,2010,N,VIIRS,n,2,295.38,5.03,N,3,71
25.59814,90.92352,334.1,0.44,0.38,2025-03-18,716,N,VIIRS,n,2,303.87,2.96,D,0,1
22.31242,82.52885,304.13,0.45,0.39,2025-02-24,1957,N,VIIRS,n,2,292.96,0.86,N,2,70
21.67615,83.50002,339.92,0.39,0.36,2025-03-01,735,N,VIIRS,n,2,309.09,2.77,D,0,1
25.32323,94.5261,297.4,0.54,0.51,2025-03-28,1955,N,VIIRS,n,2,287.14,0.23,N,0,1
26.78886,94.78989,338.0,0.61,0.53,2025-03-07,723,N,VIIRS,n,2,293.35,3.18,D,0,2
22.78318,86.20135,301.71,0.64,0.72,2025-01-10,1900,N,VIIRS,n,2,288.06,1.47,N,2,38
24.87837,94.46253,350.51,0.45,0.39,2025-03-24,703,N,VIIRS,n,2,306.67,13.41,D,0,2
22.56632,85.96033,340.21,0.39,0.36,2025-02-19,722,N,VIIRS,n,2,303.86,4.75,D,0,2
20.77481,80.77524,332.39,0.44,0.39,2025-02-01,800,N,VIIRS,l,2,305.52,3.1,D,0,1
20.94855,79.15826,352.18,0.38,0.58,2025-03-18,716,N,VIIRS,n,2,310.4,4.61,D,0,2
20.96637,85.16824,299.31,0.54,0.42,2025-01-08,1939,N,VIIRS,n,2,289.08,1.35,N,2,273
21.7694,84.01715,302.3,0.7,0.75,2025-02-26,2100,N,VIIRS,n,2,289.68,2.35,N,2,248
19.99664,83.94241,302.97,0.39,0.36,2025-03-12,1957,N,VIIRS,n,2,292.92,0.9,N,0,1
22.04,83.3546,307.17,0.42,0.45,2025-02-01,2029,N,VIIRS,n,2,292.99,1.68,N,2,199
23.61327,86.69334,343.99,0.44,0.46,2025-02-07,748,N,VIIRS,n,2,303.27,4.3,D,0,2
22.36756,87.30328,298.66,0.38,0.36,2025-01-18,1951,N,VIIRS,n,2,288.52,0.74,N,2,163
23.1686,82.3439,305.02,0.46,0.47,2025-02-14,1945,N,VIIRS,n,2,287.95,1.52,N,2,394
23.65875,91.78787,332.96,0.54,0.42,2025-03-23,722,N,VIIRS,n,2,294.41,5.13,D,0,1
24.27813,93.70728,333.25,0.41,0.37,2025-03-24,703,N,VIIRS,l,2,304.33,4.64,D,0,1
22.37994,70.51668,339.42,0.49,0.65,2025-03-22,741,N,VIIRS,l,2,313.22,3.16,D,0,1
15.17844,76.65704,338.07,0.43,0.38,2025-02-17,758,N,VIIRS,l,2,310.94,5.57,D,2,187
23.7932,86.35191,310.18,0.37,0.58,2025-01-05,2034,N,VIIRS,n,2,290.06,2.05,N,2,95
15.5283,78.70442,344.75,0.5,0.41,2025-03-27,745,N,VIIRS,n,2,304.6,4.78,D,0,3
20.68442,80.11562,336.0,0.48,0.48,2025-03-20,818,N,VIIRS,n,2,305.14,3.11,D,0,1
22.85193,84.46046,313.9,0.53,0.42,2025-03-18,1944,N,VIIRS,n,2,293.89,1.56,N,0,2
28.67649,96.13242,349.97,0.41,0.37,2025-02-27,633,N,VIIRS,n,2,293.08,10.19,D,0,1
25.50756,91.63778,295.48,0.57,0.43,2025-02-08,1956,N,VIIRS,n,2,274.48,2.56,N,0,2
20.24541,84.22685,306.59,0.39,0.36,2025-03-17,2004,N,VIIRS,n,2,287.29,1.14,N,0,1
26.7053,89.76432,327.56,0.6,0.53,2025-02-27,633,N,VIIRS,n,2,299.99,4.15,D,0,1
21.767,84.01872,314.36,0.43,0.62,2025-01-09,1920,N,VIIRS,n,2,290.18,1.08,N,2,248
24.44842,83.03775,300.27,0.53,0.42,2025-03-07,1950,N,VIIRS,n,2,288.22,0.79,N,2,40
21.7607,83.84514,326.72,0.38,0.36,2025-02-13,2004,N,VIIRS,n,2,292.42,2.27,N,2,31
20.97185,85.17464,316.41,0.54,0.42,2025-01-22,2016,N,VIIRS,n,2,294.83,2.77,N,2,273
16.59773,77.47217,340.69,0.41,0.37,2025-01-26,811,N,VIIRS,n,2,309.95,2.75,D,0,1
22.42877,76.54998,323.09,0.46,0.47,2025-03-14,2100,N,VIIRS,n,2,292.96,2.56,N,0,2
25.21911,93.98201,353.7,0.39,0.37,2025-03-03,658,N,VIIRS,n,2,303.58,5.78,D,0,5
20.47919,82.54703,313.25,0.43,0.38,2025-03-12,1957,N,VIIRS,n,2,297.44,2.79,N,0,1
23.66834,92.62788,308.0,0.44,0.39,2025-03-30,1918,N,VIIRS,n,2,293.62,2.25,N,0,4
22.0432,83.73067,349.72,0.53,0.5,2025-03-10,2035,N,VIIRS,n,2,303.7,11.92,N,2,440
17.25586,81.38506,341.22,0.43,0.38,2025-02-17,759,N,VIIRS,n,2,309.96,24.76,D,0,1
26.16571,80.74259,328.43,0.39,0.36,2025-02-07,749,N,VIIRS,n,2,296.27,2.77,D,0,1
12.64407,76.59714,346.59,0.59,0.53,2025-01-17,739,N,VIIRS,n,2,298.22,6.47,D,0,1
18.25447,79.82493,340.56,0.41,0.37,2025-02-23,747,N,VIIRS,n,2,309.59,2.07,D,0,1
24.16307,82.62682,303.45,0.42,0.61,2025-01-20,2053,N,VIIRS,n,2,287.37,1.16,N,0,53
20.48878,82.46199,341.2,0.57,0.43,2025-03-07,722,N,VIIRS,n,2,311.05,3.03,D,0,1
21.9824,80.39307,336.29,0.41,0.45,2025-03-15,812,N,VIIRS,l,2,310.45,2.98,D,0,1
20.92846,86.03684,297.24,0.39,0.36,2025-01-02,1951,N,VIIRS,n,2,287.05,0.66,N,0,4
24.59074,79.73832,349.45,0.42,0.45,2025-02-11,814,N,VIIRS,n,2,310.07,4.24,D,0,2
28.31748,79.96841,303.27,0.47,0.4,2025-03-31,2039,N,VIIRS,n,2,291.52,1.01,N,0,1
21.2516,86.10371,334.57,0.52,0.5,2025-01-30,657,N,VIIRS,n,2,300.99,5.97,D,0,1
12.12979,75.24417,308.35,0.38,0.36,2025-03-21,2031,N,VIIRS,n,2,294.18,0.61,N,0,1
24.00997,83.41876,344.04,0.44,0.38,2025-03-27,747,N,VIIRS,n,2,315.76,11.56,D,0,2
21.68233,87.1134,332.35,0.38,0.36,2025-01-02,722,N,VIIRS,n,2,300.6,3.04,D,0,1
19.82413,80.19235,338.83,0.41,0.37,2025-03-21,759,N,VIIRS,n,2,302.37,3.67,D,0,1
18.26188,80.07278,335.57,0.36,0.57,2025-03-14,830,N,VIIRS,n,2,304.9,2.59,D,0,6
21.21553,83.74538,333.84,0.41,0.37,2025-01-23,728,N,VIIRS,n,2,308.65,2.52,D,0,1
20.91356,82.38594,343.03,0.38,0.36,2025-03-06,741,N,VIIRS,l,2,314.41,2.05,D,0,1
18.73594,83.75476,333.96,0.39,0.36,2025-03-01,734,N,VIIRS,n,2,305.1,1.22,D,0,1
25.99875,84.62624,339.59,0.42,0.45,2025-01-19,705,N,VIIRS,n,2,295.05,3.37,D,0,1
13.65729,77.73272,307.51,0.35,0.57,2025-03-18,1947,N,VIIRS,n,2,290.92,1.2,N,0,2
22.59217,85.90579,306.62,0.42,0.45,2025-01-19,1932,N,VIIRS,n,2,286.82,1.13,N,2,74
25.33036,93.25296,340.06,0.58,0.52,2025-03-28,729,N,VIIRS,n,2,296.48,8.37,D,0,3
21.66467,84.06083,341.67,0.44,0.46,2025-01-08,710,N,VIIRS,n,2,301.68,4.5,D,0,1
22.80223,86.09135,317.7,0.51,0.41,2025-02-09,1938,N,VIIRS,n,2,291.19,2.51,N,2,166
21.36444,81.67607,305.14,0.62,0.54,2025-03-13,1938,N,VIIRS,n,2,294.8,2.83,N,2,26
24.12866,82.62061,307.55,0.35,0.57,2025-01-19,1932,N,VIIRS,n,2,286.47,0.74,N,0,54
23.72085,86.44992,304.67,0.5,0.41,2025-01-24,1938,N,VIIRS,n,2,293.67,1.74,N,2,35
23.67964,86.09494,343.18,0.41,0.45,2025-01-06,748,N,VIIRS,n,2,296.79,5.99,D,2,228
21.77957,83.83334,305.54,0.38,0.36,2025-02-13,2004,N,VIIRS,n,2,292.43,1.25,N,2,118
22.05577,88.12345,307.27,0.42,0.38,2025-03-13,1938,N,VIIRS,n,2,296.5,1.82,N,2,42
22.10516,83.12176,301.02,0.4,0.44,2025-01-13,1945,N,VIIRS,n,2,289.89,1.68,N,2,35
25.40215,94.51363,337.63,0.46,0.39,2025-03-08,704,N,VIIRS,n,2,299.2,3.07,D,0,1
23.10397,84.10636,336.21,0.4,0.37,2025-03-28,728,N,VIIRS,l,2,306.63,2.8,D,0,1
25.44335,92.44515,335.22,0.41,0.37,2025-03-30,651,N,VIIRS,n,2,306.97,4.09,D,0,1
21.23376,79.63069,305.28,0.49,0.4,2025-01-21,2035,N,VIIRS,n,2,291.99,1.62,N,2,66
23.26632,70.25967,307.85,0.39,0.36,2025-01-04,2054,N,VIIRS,n,2,289.62,1.51,N,2,14
23.02951,92.57738,343.08,0.42,0.38,2025-03-14,651,N,VIIRS,n,2,305.0,102.91,D,0,3
22.22045,84.75931,303.79,0.49,0.41,2025-03-02,1944,N,VIIRS,n,2,292.76,1.07,N,2,75
13.25999,79.53958,337.03,0.34,0.56,2025-03-29,1940,N,VIIRS,n,2,295.22,4.66,N,0,2
19.26257,82.70344,331.09,0.41,0.37,2025-01-28,734,N,VIIRS,l,2,303.25,1.07,D,0,2
24.11709,86.86075,298.26,0.43,0.38,2025-01-28,2003,N,VIIRS,n,2,287.89,1.19,N,2,132
23.79447,86.35115,308.45,0.57,0.52,2025-03-05,2028,N,VIIRS,n,2,294.62,2.73,N,2,95
23.03053,86.16088,295.73,0.39,0.36,2025-03-07,1950,N,VIIRS,n,2,285.71,0.53,N,0,11
21.79875,84.81595,346.73,0.39,0.36,2025-03-17,734,N,VIIRS,n,2,310.39,3.11,D,0,4
25.84339,77.20586,355.76,0.37,0.58,2025-01-14,839,N,VIIRS,n,2,293.85,5.45,D,0,2
17.58433,80.31905,309.87,0.4,0.45,2025-01-05,2036,N,VIIRS,n,2,291.32,0.99,N,2,21
23.77899,86.34721,326.2,0.57,0.43,2025-01-06,2015,N,VIIRS,n,2,289.75,2.09,N,2,199
23.70839,79.77098,339.39,0.49,0.49,2025-03-23,722,N,VIIRS,l,2,314.22,6.09,D,0,2
20.78534,85.26035,308.09,0.55,0.43,2025-02-23,2016,N,VIIRS,n,2,293.98,1.54,N,2,248
14.13116,78.22388,367.0,0.46,0.39,2025-03-20,816,N,VIIRS,l,2,325.06,44.94,D,0,2
20.99944,86.02881,305.69,0.39,0.36,2025-01-23,1958,N,VIIRS,n,2,292.44,1.3,N,0,31
20.23092,81.01872,340.69,0.41,0.37,2025-03-06,741,N,VIIRS,l,2,314.95,5.61,D,0,1
20.98462,70.64956,340.51,0.52,0.5,2025-03-21,800,N,VIIRS,n,2,315.32,4.33,D,0,1
22.40376,80.41415,345.38,0.41,0.61,2025-03-30,831,N,VIIRS,n,2,309.97,6.5,D,0,3
25.98914,92.37038,298.98,0.43,0.38,2025-03-18,1943,N,VIIRS,n,2,288.48,0.87,N,0,3
21.58138,73.73048,308.75,0.49,0.4,2025-03-21,2029,N,VIIRS,n,2,294.19,1.45,N,0,3
26.41017,94.86551,344.39,0.48,0.4,2025-02-11,633,N,VIIRS,n,2,299.0,14.34,D,0,4
33.45721,75.7599,303.84,0.4,0.37,2025-01-26,2039,N,VIIRS,n,2,276.44,0.61,N,0,4
23.51461,87.2723,300.89,0.42,0.61,2025-02-22,2034,N,VIIRS,n,2,286.94,0.83,N,2,3
21.76406,84.02063,315.66,0.45,0.47,2025-03-05,2028,N,VIIRS,n,2,295.52,2.07,N,2,252
23.7724,86.19825,307.63,0.46,0.39,2025-03-06,2009,N,VIIRS,n,2,290.93,3.3,N,2,133
20.97892,85.13186,315.89,0.38,0.36,2025-03-12,1957,N,VIIRS,n,2,296.99,2.61,N,2,201
25.50766,93.66993,311.54,0.42,0.38,2025-03-29,1936,N,VIIRS,n,2,289.12,0.75,N,0,1
23.66713,86.91992,328.52,0.56,0.43,2025-01-01,741,N,VIIRS,n,2,298.45,4.76,D,2,144
23.76871,86.3906,309.16,0.38,0.36,2025-03-12,1956,N,VIIRS,n,2,298.99,1.96,N,2,116
17.28557,74.08555,345.64,0.38,0.36,2025-01-31,818,N,VIIRS,n,2,311.08,5.77,D,0,2
24.0088,80.53086,306.54,0.39,0.36,2025-02-28,2022,N,VIIRS,n,2,292.4,0.8,N,0,19
25.63854,92.89077,339.08,0.35,0.57,2025-03-17,735,N,VIIRS,n,2,297.57,48.73,D,0,2
21.69661,75.42982,316.98,0.42,0.38,2025-03-21,2029,N,VIIRS,n,2,294.68,1.27,N,0,2
22.29915,80.18764,334.06,0.39,0.44,2025-03-12,729,N,VIIRS,l,2,307.98,4.46,D,0,3
20.97023,85.1556,298.67,0.45,0.47,2025-01-11,2023,N,VIIRS,n,2,280.63,0.97,N,2,13
23.09152,79.49239,331.19,0.48,0.4,2025-02-22,807,N,VIIRS,n,2,304.86,2.79,D,0,1
22.03893,83.73135,306.53,0.47,0.64,2025-03-30,1919,N,VIIRS,n,2,294.39,1.7,N,2,440
22.76457,79.00135,340.69,0.44,0.38,2025-03-26,806,N,VIIRS,l,2,314.66,2.86,D,0,1
23.13319,92.67975,344.26,0.43,0.38,2025-02-25,710,N,VIIRS,n,2,307.47,8.41,D,0,3
21.28421,79.14069,347.35,0.42,0.45,2025-03-20,818,N,VIIRS,n,2,310.87,10.55,D,0,56
12.70557,78.26895,342.57,0.38,0.36,2025-03-26,803,N,VIIRS,n,2,311.91,2.63,D,0,1
18.31191,80.69052,349.14,0.39,0.36,2025-02-28,753,N,VIIRS,n,2,308.39,6.74,D,0,2
22.37185,77.54047,305.13,0.42,0.45,2025-03-25,2053,N,VIIRS,n,2,294.17,1.23,N,0,6
22.48905,75.86645,310.96,0.42,0.45,2025-03-30,2100,N,VIIRS,n,2,290.81,0.86,N,0,2
20.8187,84.13767,335.64,0.45,0.63,2025-02-16,819,N,VIIRS,n,2,306.65,4.03,D,0,2
23.82271,84.93059,322.51,0.41,0.37,2025-03-22,2009,N,VIIRS,n,2,287.64,2.0,N,0,43
25.07824,94.34465,332.26,0.4,0.37,2025-03-25,644,N,VIIRS,l,2,303.71,2.68,D,0,1
22.63483,92.7608,339.89,0.62,0.54,2025-03-26,625,N,VIIRS,n,2,301.87,13.29,D,0,14
22.04275,83.72949,340.27,0.52,0.5,2025-03-26,2034,N,VIIRS,n,2,299.54,8.42,N,2,440
24.49991,73.8903,340.63,0.44,0.46,2025-03-11,748,N,VIIRS,l,2,312.88,2.88,D,0,2
16.234,78.90691,343.68,0.59,0.52,2025-02-08,727,N,VIIRS,n,2,303.93,18.44,D,0,2
15.81871,77.48123,337.93,0.38,0.59,2025-03-28,727,N,VIIRS,l,2,309.18,2.7,D,0,1
14.92648,76.85999,334.72,0.33,0.55,2025-02-04,842,N,VIIRS,n,2,303.57,1.48,D,0,2
21.47396,81.25091,331.17,0.39,0.36,2025-01-01,741,N,VIIRS,n,2,304.43,1.55,D,0,1
15.17903,76.67195,301.87,0.39,0.36,2025-01-16,2031,N,VIIRS,n,2,290.58,0.67,N,2,94
23.67721,86.39957,304.55,0.39,0.36,2025-01-02,1950,N,VIIRS,n,2,290.49,1.06,N,2,180
19.40881,79.55116,303.79,0.42,0.61,2025-02-26,2101,N,VIIRS,n,2,293.14,1.87,N,0,1
18.7557,80.34798,346.44,0.39,0.36,2025-02-23,2017,N,VIIRS,n,2,298.44,4.91,N,0,2
23.65725,93.27922,348.96,0.53,0.67,2025-03-11,607,N,VIIRS,n,2,293.68,42.31,D,0,2
23.81849,82.1256,356.13,0.44,0.46,2025-03-26,806,N,VIIRS,n,2,313.41,7.11,D,0,1
23.76892,85.9923,295.92,0.54,0.42,2025-02-07,2016,N,VIIRS,n,2,283.6,0.8,N,0,8
23.04449,93.01252,334.61,0.53,0.67,2025-03-11,747,N,VIIRS,n,2,299.71,12.58,D,0,10
19.34617,80.23215,340.91,0.44,0.46,2025-03-28,727,N,VIIRS,l,2,312.19,4.81,D,0,1
21.33439,84.56102,342.09,0.41,0.37,2025-03-06,741,N,VIIRS,l,2,313.78,7.96,D,0,2
15.17802,76.65693,320.37,0.52,0.5,2025-01-07,1959,N,VIIRS,n,2,293.79,3.9,N,2,187
21.75607,84.02515,300.41,0.41,0.37,2025-01-01,2010,N,VIIRS,n,2,289.4,1.0,N,2,55
24.166,82.62571,336.63,0.4,0.37,2025-01-28,2003,N,VIIRS,n,2,288.18,1.76,N,0,118
17.51204,78.43179,303.32,0.62,0.71,2025-01-19,2114,N,VIIRS,n,2,287.31,1.79,N,0,19
18.60257,80.83324,332.07,0.42,0.38,2025-03-21,759,N,VIIRS,l,2,303.11,2.17,D,0,1
25.80569,92.65979,367.0,0.53,0.67,2025-03-27,748,N,VIIRS,h,2,294.48,19.68,D,0,1
20.80394,85.25662,308.43,0.36,0.57,2025-02-06,2035,N,VIIRS,n,2,292.03,1.62,N,2,148
20.00011,82.58466,308.93,0.33,0.55,2025-03-08,1932,N,VIIRS,n,2,294.42,1.08,N,0,1
22.36143,82.30275,307.76,0.53,0.42,2025-03-05,2028,N,VIIRS,n,2,290.73,1.54,N,2,164
22.43018,78.49033,344.11,0.42,0.38,2025-03-27,747,N,VIIRS,n,2,313.81,6.17,D,0,10
25.22549,93.07047,303.01,0.38,0.36,2025-03-24,1930,N,VIIRS,n,2,290.46,0.87,N,0,1
22.80314,86.09093,303.77,0.57,0.69,2025-02-16,2047,N,VIIRS,n,2,290.18,2.16,N,2,166
24.2606,74.56028,352.93,0.38,0.43,2025-03-14,832,N,VIIRS,n,2,314.05,5.53,D,0,6
23.3414,92.24596,322.3,0.4,0.37,2025-03-13,1937,N,VIIRS,n,2,292.52,5.12,N,0,18
20.79544,82.48903,344.91,0.55,0.43,2025-01-02,722,N,VIIRS,n,2,303.26,8.79,D,0,2
21.73469,83.98183,305.99,0.4,0.37,2025-01-23,1957,N,VIIRS,n,2,292.29,1.17,N,2,23
23.16777,82.3333,324.31,0.72,0.76,2025-02-21,1913,N,VIIRS,n,2,289.28,2.44,N,2,64
24.12784,82.62192,306.23,0.4,0.37,2025-01-22,2016,N,VIIRS,n,2,288.78,0.67,N,0,54
21.15972,70.73952,353.36,0.39,0.36,2025-03-14,831,N,VIIRS,l,2,328.06,41.17,D,0,3
19.3001,78.62988,336.04,0.47,0.4,2025-02-27,812,N,VIIRS,l,2,309.37,7.27,D,0,2
21.04172,81.46169,341.12,0.46,0.47,2025-03-31,812,N,VIIRS,n,2,313.0,3.89,D,0,1
17.49787,77.26125,348.66,0.55,0.43,2025-03-11,746,N,VIIRS,n,2,314.51,5.0,D,0,1
23.68151,86.39139,301.42,0.41,0.45,2025-01-03,1931,N,VIIRS,n,2,287.59,0.85,N,2,251
15.63919,74.40878,331.67,0.4,0.37,2025-02-27,811,N,VIIRS,n,2,306.11,2.68,D,0,1
22.3815,84.52813,343.52,0.4,0.6,2025-02-26,651,N,VIIRS,n,2,300.1,3.55,D,0,2
13.69585,77.09921,346.79,0.52,0.42,2025-03-16,751,N,VIIRS,n,2,320.6,13.93,D,0,1
24.40842,93.62965,299.54,0.38,0.44,2025-03-20,1905,N,VIIRS,n,2,278.1,1.05,N,0,3
24.2565,92.34949,333.38,0.39,0.36,2025-03-24,703,N,VIIRS,n,2,303.72,2.58,D,0,1
25.63399,93.03118,305.31,0.4,0.37,2025-03-19,1924,N,VIIRS,n,2,290.89,1.34,N,0,1
15.44883,75.79274,344.43,0.42,0.37,2025-03-26,804,N,VIIRS,l,2,316.53,13.85,D,0,1
25.42353,93.94424,338.77,0.41,0.37,2025-03-30,1918,N,VIIRS,n,2,293.75,3.49,N,0,2
21.13497,82.36518,327.92,0.57,0.69,2025-01-09,651,N,VIIRS,n,2,298.71,3.63,D,0,1
20.91087,71.45869,307.98,0.59,0.53,2025-03-18,2125,N,VIIRS,n,2,293.6,2.21,N,2,105
20.61116,81.22316,331.36,0.53,0.42,2025-02-08,728,N,VIIRS,n,2,304.09,3.93,D,0,1
14.1849,77.33798,340.09,0.44,0.38,2025-01-31,817,N,VIIRS,l,2,312.46,3.64,D,0,2
18.77913,83.57115,329.79,0.34,0.56,2025-01-19,703,N,VIIRS,n,2,301.28,1.79,D,0,2
29.38958,79.87385,304.83,0.48,0.64,2025-02-09,1937,N,VIIRS,n,2,282.1,1.67,N,0,1
18.86033,80.21835,305.23,0.46,0.63,2025-03-30,2100,N,VIIRS,n,2,291.64,1.65,N,0,6
25.24585,94.53919,337.34,0.46,0.39,2025-02-20,704,N,VIIRS,n,2,306.52,5.03,D,0,1
17.68292,75.78156,342.01,0.46,0.63,2025-03-28,727,N,VIIRS,n,2,300.88,3.98,D,0,2
19.17261,73.54277,306.86,0.52,0.42,2025-03-30,2101,N,VIIRS,n,2,292.22,2.24,N,0,2
21.54286,81.94827,310.21,0.38,0.36,2025-03-06,2010,N,VIIRS,n,2,294.4,0.96,N,2,21
15.17629,76.66032,315.2,0.39,0.36,2025-01-27,2025,N,VIIRS,n,2,293.01,1.32,N,2,187
24.10026,92.80691,333.63,0.54,0.51,2025-02-24,729,N,VIIRS,n,2,294.89,3.86,D,0,2
19.22636,78.65232,343.71,0.41,0.37,2025-02-22,806,N,VIIRS,n,2,309.85,3.08,D,0,2
18.606,80.57186,319.99,0.43,0.38,2025-02-13,2005,N,VIIRS,n,2,294.11,1.59,N,0,2
20.85037,81.1052,346.6,0.38,0.36,2025-03-27,747,N,VIIRS,l,2,318.96,8.18,D,0,5
26.74858,91.09219,333.2,0.39,0.36,2025-03-03,658,N,VIIRS,n,2,300.52,7.93,D,0,2
23.71978,86.44034,308.82,0.39,0.36,2025-02-03,1951,N,VIIRS,n,2,293.0,1.66,N,2,229
20.57626,83.00774,337.28,0.43,0.46,2025-02-14,716,N,VIIRS,n,2,307.42,2.66,D,0,1
20.4318,79.50694,339.35,0.54,0.42,2025-01-26,812,N,VIIRS,n,2,306.36,7.74,D,0,1
22.35417,82.29187,327.88,0.45,0.39,2025-01-11,2022,N,VIIRS,n,2,288.03,3.85,N,2,101
16.8553,78.2164,340.8,0.43,0.38,2025-02-27,811,N,VIIRS,l,2,312.83,3.56,D,0,1
22.19851,83.0328,339.96,0.43,0.38,2025-03-12,728,N,VIIRS,n,2,312.36,2.31,D,0,1
22.79967,86.089,305.27,0.43,0.38,2025-02-14,1944,N,VIIRS,n,2,288.31,1.33,N,2,166
22.41977,78.62825,305.47,0.49,0.49,2025-03-25,2053,N,VIIRS,n,2,291.73,2.67,N,0,1
23.55471,87.24632,302.01,0.36,0.57,2025-02-05,1913,N,VIIRS,n,2,291.59,0.93,N,3,55
20.79095,85.25266,335.86,0.44,0.62,2025-03-31,2041,N,VIIRS,n,2,293.83,3.03,N,2,120
21.70074,79.6066,336.97,0.37,0.58,2025-03-14,831,N,VIIRS,l,2,308.07,2.76,D,0,1
22.60461,77.33512,319.5,0.4,0.6,2025-03-24,2112,N,VIIRS,n,2,286.47,1.99,N,0,7
21.72961,83.82124,306.54,0.35,0.57,2025-02-11,2041,N,VIIRS,n,2,289.26,0.78,N,0,51
22.98738,72.58727,307.35,0.47,0.4,2025-01-21,2035,N,VIIRS,n,2,290.01,0.32,N,2,15
13.10659,79.22401,303.86,0.36,0.57,2025-03-29,1940,N,VIIRS,n,2,293.8,0.87,N,0,2
16.39712,74.12109,346.52,0.46,0.63,2025-03-07,901,N,VIIRS,l,2,317.34,8.17,D,0,1
24.20914,78.94948,299.66,0.48,0.4,2025-03-31,2040,N,VIIRS,n,2,288.24,0.35,N,0,3
27.2396,92.46404,343.72,0.43,0.38,2025-02-05,646,N,VIIRS,n,2,280.73,6.6,D,0,2
17.47728,77.8899,339.02,0.5,0.41,2025-01-31,818,N,VIIRS,l,2,313.12,4.86,D,0,2
23.66154,85.69382,335.49,0.52,0.5,2025-03-19,657,N,VIIRS,l,2,309.88,4.0,D,0,2
21.107,78.80403,334.8,0.63,0.72,2025-03-29,850,N,VIIRS,n,2,303.5,3.81,D,0,1
17.61348,80.82632,337.24,0.34,0.56,2025-03-02,715,N,VIIRS,n,2,301.49,2.16,D,0,1
18.4255,81.88002,307.04,0.47,0.4,2025-03-16,2023,N,VIIRS,n,2,296.18,2.49,N,0,3
19.32385,79.8138,346.98,0.58,0.52,2025-03-07,722,N,VIIRS,n,2,310.08,5.3,D,0,2
12.66559,78.74796,334.03,0.38,0.59,2025-03-29,1941,N,VIIRS,n,2,296.7,3.42,N,0,1
21.55319,84.79982,311.19,0.39,0.36,2025-03-17,2003,N,VIIRS,n,2,291.89,1.54,N,0,1
23.16922,82.34162,310.43,0.48,0.4,2025-03-28,1956,N,VIIRS,n,2,295.62,1.67,N,2,394
23.61395,86.78703,305.82,0.38,0.59,2025-02-21,1913,N,VIIRS,n,2,290.58,1.16,N,2,84
23.77278,86.36696,304.34,0.43,0.38,2025-01-29,1944,N,VIIRS,n,2,290.38,1.68,N,0,104
21.61697,84.42544,308.62,0.39,0.36,2025-03-17,2003,N,VIIRS,n,2,293.23,1.31,N,0,1
26.87307,95.50438,367.0,0.35,0.56,2025-01-18,723,N,VIIRS,h,2,296.57,12.98,D,0,6
29.94735,76.05905,325.45,0.43,0.38,2025-02-23,750,N,VIIRS,l,2,300.26,2.11,D,0,1
26.80582,79.82582,339.21,0.4,0.37,2025-03-16,755,N,VIIRS,n,2,306.09,2.73,D,0,1
24.57932,74.80241,304.27,0.44,0.38,2025-02-21,2053,N,VIIRS,n,2,289.65,1.23,N,2,24
21.8903,81.05243,343.58,0.54,0.42,2025-03-28,728,N,VIIRS,n,2,312.56,4.57,D,0,2
19.13631,82.27795,338.31,0.42,0.38,2025-01-28,734,N,VIIRS,n,2,309.06,3.91,D,0,2
26.30975,92.98205,333.78,0.43,0.38,2025-03-25,645,N,VIIRS,n,2,303.93,3.17,D,0,1
22.85154,86.55041,304.2,0.43,0.38,2025-03-18,1944,N,VIIRS,n,2,293.27,0.75,N,0,1
21.05799,72.9198,347.94,0.56,0.69,2025-01-23,729,N,VIIRS,n,2,300.01,5.47,D,0,2
23.55136,87.17259,337.63,0.46,0.47,2025-03-11,747,N,VIIRS,l,2,308.21,3.63,D,0,1
20.98444,75.9425,334.26,0.48,0.65,2025-03-23,722,N,VIIRS,l,2,308.57,2.65,D,0,1
18.94207,80.51807,338.64,0.57,0.43,2025-03-31,811,N,VIIRS,l,2,309.86,6.92,D,0,5
28.31029,73.34901,343.06,0.39,0.36,2025-02-06,809,N,VIIRS,n,2,307.04,3.34,D,0,5
23.76889,74.60509,307.59,0.51,0.41,2025-03-30,2059,N,VIIRS,n,2,293.86,1.05,N,0,2
23.18521,78.58524,344.71,0.51,0.49,2025-03-25,825,N,VIIRS,l,2,317.11,5.63,D,0,1
18.37769,80.0631,337.23,0.41,0.37,2025-03-27,746,N,VIIRS,l,2,311.78,2.59,D,0,3
18.68404,73.0385,342.0,0.51,0.49,2025-03-16,753,N,VIIRS,n,2,305.8,7.92,D,2,119
